"tenant","mRID_Outage","mRID_Equipment","actualPeriodStart","actualPeriodEnd","cause","isTrippedEquipment","modifiedTimeStamp","rowState"
"SCE","122186365-2032938603","853406E:853406E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","854201E:854201E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","854201E:854201E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","854202E:854202E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","854202E:854202E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","854202E:854202E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895393E:895393E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895393E:895393E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895393E:895393E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895486E:895486E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895486E:895486E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895486E:895486E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","896129E:896129E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915659E:915659E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915659E:915659E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915662E:915662E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915667E:915667E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915668E:915668E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915674E:915674E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915674E:915674E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915676E:915676E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915676E:915676E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915679E:915679E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915696E:915696E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915950E:915950E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915950E:915950E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","915950E:915950E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","934847E:934847E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957395E:957395E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957593E:957593E",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957593E:957593E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957593E:957593E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T00:06:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"

"SCE","122186365-2032938603","1170457E:1170457E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1663039E:1663039E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1663039E:1663039E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1663055E:1663055E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","269003E:269003E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","331344E:331344E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4037700E:4037700E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4037700E:4037700E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4037700E:4037700E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4067278E:4067278E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4067278E:4067278E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4237060E:4237060E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4237060E:4237060E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4237060E:4237060E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4276495E:4276495E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4276495E:4276495E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4276495E:4276495E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4362659E:4362659E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4362659E:4362659E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4370083E:4370083E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4370083E:4370083E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4370083E:4370083E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4370084E:4370084E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4370084E:4370084E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4477281E:4477281E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4477281E:4477281E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4544340E:4544340E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4544340E:4544340E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4544340E:4544340E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4589914E:4589914E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4589914E:4589914E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4589914E:4589914E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4699672E:4699672E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4699672E:4699672E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4700046E:4700046E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4700046E:4700046E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4700046E:4700046E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4704180E:4704180E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4711986E:4711986E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4772523E:4772523E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4772523E:4772523E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4784467E:4784467E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4784467E:4784467E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4784467E:4784467E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","566305E:566305E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","566305E:566305E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","566305E:566305E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","637600E:637600E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","771257E:771257E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","786373E:786373E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","786375E:786375E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","817964E:817964E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895557E:895557E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895557E:895557E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895557E:895557E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895560E:895560E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895560E:895560E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957319E:957319E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","957319E:957319E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","9680T:9680T",2020-01-01T00:01:00.000+00:00,2020-01-01T01:29:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1144569E:1144569E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1144569E:1144569E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1584597E:1584597E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1789983E:1789983E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1789983E:1789983E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1828259E:1828259E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","1828260E:1828260E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","2185829E:2185829E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","2272706E:2272706E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4256821E:4256821E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4256821E:4256821E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4772522E:4772522E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4772522E:4772522E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","4772522E:4772522E.2",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","5443517:P5443517",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","5443646:P5443646",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","5643649:P5643649",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895562E:895562E",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
"SCE","122186365-2032938603","895562E:895562E.1",2020-01-01T00:01:00.000+00:00,2020-01-01T01:50:00.000+00:00,,false,2020-08-11T13:45:38.000+00:00,"I"
